tbl,year,qtr,region_name,prj_id,prj_title,total_volume_production_local,total_volume_production_export,total_gross_sales_local,total_gross_sales_export
ByQtr,2020,"1st Quarter",CALABARZON,504,"Automation of Lathing Process of New Sun Machine Shop Engineering Services and Supplies",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,505,"Printing Production and Quality Improvement for 60-B Cyberstation",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,509,"Upgrading of Production Capability of Binthau Bakeshop through Acquisition of New Equipment",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,510,"Upgrading of Brewery Processes of Santiago Craft Brewery Inc. in Antipolo City, Rizal",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,511,"Packaging and Label Design Execution for the Sinaing na Tulingan (Skipjack tuna) of FilEntreps MPC",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,513,"Establishment of Tea Processing Facility for the Cuyambay Ladies Association for Unity and Development (CLAUD) in Tanay, Rizal",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,514,"Improvement of Shelf Life of Dairy products of Llano Farmers Multipurpose Cooperative in Jalajala Rizal",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,515,"Upgrading of Ube Processing Center of Pagkalinawan Nagsaca Farmers Association, Inc. (PNFAI) in Jala-jala, Rizal",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,520,"IMPROVEMENT OF THE PRODUCTION FACILITY, PRODUCT QUALITY AND SAFETY OF BISIG NG MANGINGISDA NG SILDORA",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,521,"IMPROVEMENT OF PRODUCTION EFFICIENCY, PRODUCT QUALITY AND SAFETY OF COMPLEMENTARY FOODS PRODUCED BY LGU-MULANAY",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,522,"UPGRADING THE PRODUCTION PROCESS AND PRODUCTS OF SILI GROWERS ASSOCIATION",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,524,"Establishment of Drying Facility for the Local Government Unit of Panukulan",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,525,"Improvement of the Grinding Process of Joemix (Rice-Monggo-Sesame Complementary Food)",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,530,"Upgrading the Retort Process Technology of Reyson&#039;s Food Processing",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,531,"Enhancement of the Production Process and Upgrading of Equipment of MDA Meat Shop",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,567,"Upgrading of production and improvement of product quality of NMC Food Concept in Antipolo City Through Technology Intervention",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,568,"Improvement of PRoduction Capacity of Delfa&#039;s Food Products, Inc.",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,569,"Product Upgrading of Blessfood Enterprises in Antipolo City Through Technology Interventions",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,571,"Enhancement of the production capability of RS Unitech Mfg. and Trading Corp.",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,572,"Upgrading of the Pakaskas Products (Buri Sugar) of Isla Verde, Batangas City",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,603,"Upscaling of Vermicast Production thru the provision of Hammel Mill &amp; Vermi- Harvester",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,604,"Mechanization of Mushroom Production &amp; Processing and Community - Based Vermicomposting",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,606,"Installation of CNC Plasmacam Cutting Machine for Fabrication of GMG Powder Coating Inc. in Angono, Rizal",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,607,"Technology Upgrade for Smart Welding and General Merchandise",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,612,"Production Process Enhancement Through Science and Technology Interventions of Tropical Palm Herb Manufacturing in Rodriguez, Rizal",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,613,"CAPACITY UPGRADING OF DOUGHPRO MANUFACTURING &amp; TRADING CORP.",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,614,"TECHNOLOGY UPGRADING AND CAPACITY IMPROVEMENT OF CLAMP OP",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,615,"Upgrading of Production Capability of Anica&#039;s Home Bread Store Through Equipment Acquisition in Rodriguez, Rizal",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,616,"Upgrading of Management Information System From School Attendance Management System (SAMS) to School Information &amp; Management System (SIMS)",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,617,"AUGMENTING PRODUCTION PROCESS OF MAGIFRANCE BAKESHOP THROUGH MECHANIZATION",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,618,"Productivity Upgrading of Rags and Pillow Case for Pinagsamang Lakas ng Angel Ville Association",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,619,"Equipment Upgrading to Improve Production Capability of NALCA Systems Integration Inc.",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,620,"Establishment of Dairy Processing Facility of Madra",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,624,"UTILIZATION OF DOST DESIGNED FOOD PROCESSING EQUIPMENT FOR PRODUCT DEVELOPMENT OF HIGH VALUE AND INDUSTRIAL CROPS FROM CALABARZON",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,627,"UPGRADING OF PRODUCTION FACILITY OF PECTO’S  BAKERY",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,629,"UPGRADING THE GRINDING PROCESS OF VANGIE UBE HALEYA",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,630,"ENHANCEMENT OF THE PRODUCTION OF YEMA, PASTILLAS, AND TAMARIND CANDIES FOR PAULA&#039;S CANDIES STORE",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,631,"PROVISION OF BIOGAS FACILITY AS A UNIQUE APPROACH TO ALTERNATIVE ENERGY SOURCE AND ORGANIC WASTE TREATMENT FOR GREGORIO PIGGERY FARM",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,632,"ADOPTION OF DOST-FNRI TECHNOLOGY ON TUBIG TALINO (IODINE-RICH DRINKING WATER AND “WATER PLUS + I2”) FOR CBL BLUEWATERS WATER REFILLING STATION",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,633,"Liquid Chemicals Mixing Process Enhancement for Taliba Soap Manufacturing",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,634,"PEANUT BUTTER GRINDING AND FILLING PROCESS IMPROVEMENT THROUGH EQUIPMENT UPGRADE OF SERVANT PEANUT BUTTER IN TANAUAN CITY, BATANGAS",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,636,"Upgrading of Production Capability of GNG Bakery through Acquisition of New Equipment",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,637,"Upgrading of the Production Capability of Chef Caryn’s Cakes &amp; Pasta Through Acquisition of New Equipment",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,638,"IMPROVEMENT ON PRODUCTION PROCESS OF PVC RIGID PROFILES OF SEALTITE CO., INC IN TAYTAY, RIZAL",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,639,"FARM TECHNOLOGY IMPROVEMENT THROUGH BIOGAS FACILITY ESTABLISHMENT AS AN APPROACH TO EFFECTIVE WASTE TREATMENT AND UTILIZATION OF RENEWABLE ENERGY SOURCE FOR GLERERLYN POULTRY AND LIVESTOCK FARM",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,643,"UPGRADING OF THE BIBINGKA PROCESSING FACILITY OF SAMAHANG KABALIKAT NG BAYAN NG TUY MULTIPURPOSE COOPERATIVE IN RIZAL ST., TUY, BATANGAS THROUGH EQUIPMENT ACQUISITION",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,644,"Productivity and Capacity Improvement of S2 Comtech Co. through Equipment Upgrading",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,647,"Imus Longganisa (Native Sausage- Toclongganisa) Production Facility Improvement a Community- based Livelihood Opportunities for members of Toclong 1st Multi- Purpose Cooperative (T1MPC)",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,648,"IMPROVEMENT OF THE PRODUCTION FACILITY, PRODUCT QUALITY AND SAFETY OF JOMALIG FOOD PROCESSORS ASSOCIATION",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,651,"Establishment of Mushroom Noodle Processing Facility of Baliksaka Farmers Association Inc. (BFAI)",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,653,"Upgrading of Lettuce Farming and Vermiculture of Mahabang Parang Angono CLOA Holders Farmers Association, Inc. in Angono, Rizal",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,654,"Provision of Rice Packaging Equipment for Rizal Rice Seed Growers MPC in Maybancal, Morong, Rizal",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,655,"ESTABLISHMENT OF A FISH PROCESSING FACILITY IN THE MUNICIPALITY OF GUINAYANGAN",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,656,"Tablea (Chocolate Tablet) Production Facility Improvement as Community-Based Livelihood Opportunities for members of Alfonso Tablea (Chocolate) Producers Cooperative (ATPC)",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,657,"ENHANCEMENT OF PROCESS AND PRODUCT QUALITY OF DRIED FISH OF GUINAYGAYAN ASSOCIATION OF DRIED FISH PROCESSORS",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,658,"Upgrading of the Production Facility of Original Abaksa Bakery",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,659,"Value-adding Solution and Upgrading of the Mixing Process in Substrate Preparation of 3G Country Farms in Nasugbu, Batangas",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,660,"ESTABLISHMENT OF FOOD PROCESSING FACILITY, A COMMUNITY-BASED LIVELIHOOD OPPORTUNITIES FOR MEMBERS OF BUKLURAN MULTI-PURPOSE COOPERATIVE AMADEO-EXTENSION",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,661,"Upgrading the Machining Capability through Adoption of CNC Lathe Machine",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,663,"ORGANIC FERTILIZER PRODUCTION FACILITY UPGRADING OF YAKAP AT HALIK MULTI-PURPOSE COOPERATIVE (YHMPC)",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,666,"ESTABLISHMENT OF LIQUID &amp; SOLID ORGANIC FERTILIZER PRODUCTION FACILITY FOR BARANGAY BUROL ORGANIC CROPS &amp; ORGANIC INPUT PRODUCERS ORGANIZATION",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,668,"Upgrading the Soy Processing Facility of Batangas City Advent Multi Purpose Cooperative (BAMCO) in Batangas City through Equipment Acquisition",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,669,"ACQUISITION OF EQUIPMENT FOR MUSHROOM PRODUCT VALUE-ADDITION OF MALVAR ORGANIC FARMERS AGRICULTURE COOPERATIVE (MOFAC)",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,670,"IMPROVING WEAVING TECHNOLOGY AND PRODUCT DEVELOPMENT OF WEAVING ASSOCIATION IN IBAAN, BATANGAS",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,671,"Upgrading Sterilization Process of Blue Macay Food Manufacturing Corp. through  the provision of a Retort System",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,672,"UPGRADING THE SEAMING AND EXPELLING PROCESS IN THE PRODUCTION OF COCO PRODUCTS OF NQDPI",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,712,"Upgrading the Milling Process of Lark Seimitsu Enterprise",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,733,"IMPROVEMENT OF PROCESS AND QUALITY OF CASSAVA FLAKES/ CRACKERS AND BANANA CHIPS OF SAMAHAN NG KABABAIHAN NG ALABAT PARA SA PANGKABUHAYAN (SANGKAP)",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,735,"IMPROVEMENT OF PRODUCTION EFFICIENCY AND PRODUCT QUALITY OF PAVINO&#039;S BAKERY",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,744,"Product And Process Upgrade Through Technology Application In Pastillas And Yema Processing Line Of Magpantay Home Made Candy",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,745,"ENHANCING COFFEE PROCESSING FACILITY OF MABATO COFFEE AND HVC AGRICULTURE COOP. THRU THE PROVISION OF COFFEE HULLER",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,747,"Upgrading of Banana Chip Processing Center of Tulungan sa Kabuhayan ng Calawis Inc Through Equipment Acquisition",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,748,"Upgrading The Quality of Processed Fish and Facilities of Dagupeño Food House through Acquisition of New Equipment",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,750,"Upgrading of Production Capability of Golden Rise Native Food Products through Equipment Acquisition in Teresa, Rizal",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,751,"Upgrading the Siomai Production of Sushimaster Sushi Bar in San Mateo, Rizal Through Acquisition of Equipment",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,752,"TECHNOLOGY UPGRADE OF SAMAHANG DAMAYAN NG MATABUNGKAY MPC TO PRODUCE OTHER PASTRY PRODUCTS",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,753,"ENHANCE THE COFFEE PROCESSING FACILITY FOR GREEN BEANS MULTIPURPOSE COOPERATIVE",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,756,"UPGRADING THE PEANUT BUTTER PROCESSING FACILITY OF YAKAP AT HALIK MPC BATANGAS 1 IN CALATAGAN, BATANGAS THROUGH EQUIPMENT ACQUISITION",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,757,"EQUIPMENT ACQUISITION FOR THE MUSHROOM PROCESSING FACILITY OF FARMWAIZ FAMILY FOR LIFE AGRICULTURE COOPERATIVE IN ALITAGTAG, BATANGAS",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,758,"Upgrading of Roasting Capacity of Belardo Coffee Enterprise",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,759,"Upgrading the Production Capability of YFC Enterprises through Acquisition of Equipment",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,760,"Upgrading of Fermentation Process through Equipment Acquisition of the Blackwhite Craft Brewery in Mabini, Batangas",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,762,"Adoption of Solar Power System in Poultry Farming of Asian Golden PHL. INC.",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,767,"PRODUCT AND PROCESS IMPROVEMENT OF CACAO PROCESSING OF KIDLAT",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,768,"SUSTAINABLE LIVELIHOOD PROJECT – WATER HYANCINTH PROCESSING (A Project for the Upgrading of Water Hyacinth Processing Facility of Mambog- Tangab Women’s Association Inc. in Baras Through Equipment Acquisition and, Adoption and Utilization of Mechanized",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,769,"Upgrading of the Production facility of Herva Enterprises",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,770,"ENHANCEMENT OF PRODUCT QUALITY OF PROCESSED  PINEAPPLE OF THE SAMAHAN NG MAGSASAKA NG NIEVA",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,771,"Automation of Milling Process of Raitech Industrial Supply and General Services",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,772,"Adoption of DOST-FNRI’s Tubig Talino “Ïodine Fortified Water” of Local Government of Carmona as Community-Based Livelihood Opportunities for Members of Buhay Autismo Inc.",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,773,"ESTABLISHMENT OF TAILORING FACILITY, A COMMUNITY-BASED LIVELIHOOD OPPORTUNITIES FOR MEMBERS OF TRAKTORA DAMAYAN MULTI-PURPOSE COOPERATIVE",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,774,"CAPACITY IMPROVEMENT OF THE PROJECT: PILOT TESTING THE DEPURATION FACILITY AND ITS MANAGEMENT PLAN IN BACOOR CITY",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,775,"ADOPTION OF DOST FNRI’S TUBIG TALINO “IODINE FORTIFIED WATER” AND UPGRADING OF WATER PURIFICATION FACILITY OF SOLOMON MULTI-PURPOSE COOPERATIVE (SMPC)",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,776,"RE- ENFORCING FISH PROCESSING FACILITY OF CAFISOMACO THRU THE PROVISION OF COMMERCIAL   STEAMER",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,781,"“PRODUCTIVITY EXPANSION THROUGH TECHNOLOGY UPGRADE AND PROCESS IMPROVEMENT OF SORTIDOS, CAKES, COOKIES, AND ASSORTED BISCUITS LINES OF PANADERIA PANTOJA INC. IN TANAUAN CITY, BATANGAS”",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,785,"PRODUCT AND PROCESS IMPROVEMENT OF TAYSAN MOVEMENT FOR PEACE, PROGRESS AND CHANGES (TMPPC) GINGER PROCESSING FACILITY IN TAYSAN, BATANGAS",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,786,"UPGRADING OF BULSA MPC PRODUCTION FACILITY THROUGH EQUIPMENT ACQUISITION",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,788,"UPGRADING THE CAPABILITY OF THE COFFEE PROCESSING FACILITY OF AGA FARMERS MULTI-PURPOSE COOPERATIVE (AGFAMCO) IN NASUGBU, BATANGAS",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,790,"Technology Upgrade of Pinagbayanan MPC through Equipment Acquisition",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,791,"Modernization of Packaging Process of AC Innov8 Manufacturing Co. through Upgrading of Equipment",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,797,"PRODUCT UPGRADE OF KASAMA HALAL PRODUCERS COOPERATIVE (KHPC) THROUGH LABORATORY TESTING AND EQUIPMENT ACQUISITION",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,798,"Mechanization of the Production of Breads and Biscuits of Fym&#039;s Food Products",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,799,"Productivity Improvement of Shearing and Bending Processes of De Castro Industrial Sales &amp; Services",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,800,"Productivity Improvement of Bending And Shearing Process Of TAMAGDO Builders",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,801,"Mechanization of the Production Process of TR Santi Enterprises",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,802,"Upgrading the Milling and Turning Processes of ER Villanueva Enterprises",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,803,"PRODUCTION IMPROVEMENT OF SMMC THROUGH EQUIPMENT UPGRADING",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,805,"IMPROVING THE PRODUCTION CAPABILITY OF ADHIKA PRODUCERS COOPERATIVE THROUGH EQUIPMENT ACQUISITION ON THE UTILIZATION OF FLY AND BOTTOM ASH WASTES FOR HOLLOW BLOCKS MAKING",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,806,"TECHNOLOGY UPGRADING OF CUTTING CAPABILITY OF SOUTH TOOLS TRADING AND SERVICES",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,809,"UPGRADING OF TEACHING METHODOLOGY ON THE SUBJECT OF REFRIGERATION AND BLAST FREEZING THROUGH THE PROVISION OF BLAST FREEZER FOR LSPU STA. CRUZ",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,884,"Productivity Improvement of Shearing Process of Gica Engineering Technology Center",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,891,"EQUIPMENT ACQUISITION FOR PEANUT PROCESSING FACILITY FOR CARRETONAN MULTI-PURPOSE COOPERATIVE (CMPC) IN CALATAGAN, BATANGAS",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,905,"TECHNOLOGY UPGRADING FOR PRODUCT DEVELOPMENT OF HONEYBEE MULTI-PURPOSE COOPERATIVE IN BALETE, BATANGAS THROUGH EQUIPMENT ACQUISITION",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,931,"Upgrading the Production Capability of JMP Trading though Adoption of Baling Machine",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,932,"Enhancement of Machining Capability of JTEC Machine Shop through the adoption of Vertical Drilling and Tapping Center",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,934,"ADOPTION OF SOLAR POWER SYSTEM IN THE POULTRY FARMING OF ROSY CHICKS FARM",0.000,0.000,0.000,0.000
ByQtr,2020,"1st Quarter",CALABARZON,935,"PRODUCTIVITY ENHANCEMENT THROUGH TECHNOLOGY UPGRADE AND PROCESS IMPROVEMENT OF DAIRY PRODUCTS OF THE ROSARIO LIVESTOCK AND AGRICULTURE FARMING COOPERATIVE (TRLAFCO) IN ROSARIO, BATANGAS",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,32,"Upgrading of the Production Capabilities of Mardak Global Export Inc. in Montalban, Rizal through Equipment Modernization",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,43,"Enhancing Capability of VN Industrial Tooling Services through Upgrading the Shearing and Bending Processes",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,54,"Enhancement of the Product Quality of Gen. Trias Dairy Raisers through Product Quality Analysis",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,56,"Automation of Siomai Production of Jam Food Products in Cainta, Rizal through Equipment Acquisition",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,80,"Process Improvement through Acquisition of Baking Equipment and Development of Label Design and Packaging",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,206,"Upgrading of Compost and Vermicompost Production at Melendres Agricultural Farm in Antipolo City through Equipment Acquisition",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,212,"Establishment of Fruit Processing Center for SAMABAI, Antipolo City",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,235,"Enhancement of the Post-Harvest Production Capability of CALAMBA UPLAND FARMERS MULTI-PURPOSE COOPERATIVE Through the Provision of a Modern Dryer and Corn Sheller",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,263,"Equipment Upgrade to Maximize Productivity of Rapid Curing Production Line in Manufacturing of Quality Chicken Salted Eggs",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,264,"Installation of a Press Brake 50T NC for Metal Fabrication of Goldros Corporation in Angono, Rizal",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,265,"Upgrading of Bibingka Production of Hannah&#039;s Bibingkang Galapong with Sauce",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,271,"Upgrading of the Production Process of Golden J Siopao",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,277,"Improvement of Street- Food Vending as Community- Based Livelihood opportunities for Vendors of the Local Government Unit (LGU) of Bacoor",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,279,"Enhancing Technical Capability of Mariñas Technologies, Inc. in the Commercialization of MRF (Material Recovery Facility) through the Provision of CNC Horizontal Lathe Machine",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,284,"Mechanization of processes in the production of personal and home care products",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,288,"ESTABLISHMENT MEAT PROCESSING FACILITY FOR KASANGKAP MPC",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,289,"COMMUNITY BASED BioChar (BIOMASS CHARCOAL BRIQUETTING) in Calminue, Cavinti, Laguna",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,291,"UPGRADING OF SOAP PROCESSING TECHNOLOGY OF PAAGAHAN   MULTI PURPOSE COOPERATIVE(PARCMPC)",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,292,"COMMERCIALIZATION OF S&amp;T BASED TECHNOLOGIES FOR BANANA (NEW IMPROVED LAKATAN AND SABA) PRODUCTION IN CAVINTI, LAGUNA",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,293,"COMMUNITY BASED BioChar (BIOMASS CHARCOAL BRIQUETTING) FOR THE WOMEN IP OF SANTA MARIA, LAGUNA",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,294,"Mechanization of Vermi - harvesting process of SSHMPC  through the provision of Vermi -Harvester",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,295,"Upgrading the Finishing processes and of laguna water hyacinth handicrafts producers associations Inc",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,297,"Selection and Performance Validation of Aromatic and Pigmented Rice Varieties and Pilot Production of Brown Rice",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,298,"Mechanization of Cassava Food Processing of Gumihan-Lamao Farmers Development Cooperative",0.000,0.000,0.000,0.000
ByQtr,2020,"2nd Quarter",CALABARZON,299,"Upgrading the Village Type Corn Dryer of Calamba Upland Farmers Multi-Purpose Cooperative",0.000,0.000,0.000,0.000
