tbl,year,qtr,region_name,prj_id,prj_title,ave_prod,ave_prod_change
ByQtr,2019,4,CALABARZON,521,"IMPROVEMENT OF PRODUCTION EFFICIENCY, PRODUCT QUALITY AND SAFETY OF COMPLEMENTARY FOODS PRODUCED BY LGU-MULANAY",0,NULL
ByQtr,2019,2,CALABARZON,306,"Establishment of Culinary and Baking Facility for Women and Out-of-School youth of Eusebians at Brgy. Concepcion, San Pablo City thru VIP Food Corporation",1,0.0000
ByQtr,2019,3,CALABARZON,504,"Automation of Lathing Process of New Sun Machine Shop Engineering Services and Supplies",18,-0.2500
ByQtr,2019,2,CALABARZON,569,"Product Upgrading of Blessfood Enterprises in Antipolo City Through Technology Interventions",0,NULL
ByQtr,2019,3,CALABARZON,361,"Upgrading of Production facility of Mira&#039;s Turmeric Products",0,NULL
ByQtr,2019,2,CALABARZON,380,"Improvement of the Production Efficiency and Productivity Through the Installation of Standard Testing System for GP Synergia Through SETUP Program",30,0.0000
ByQtr,2019,3,CALABARZON,775,"ADOPTION OF DOST FNRI’S TUBIG TALINO “IODINE FORTIFIED WATER” AND UPGRADING OF WATER PURIFICATION FACILITY OF SOLOMON MULTI-PURPOSE COOPERATIVE (SMPC)",0,NULL
ByQtr,2019,2,CALABARZON,643,"UPGRADING OF THE BIBINGKA PROCESSING FACILITY OF SAMAHANG KABALIKAT NG BAYAN NG TUY MULTIPURPOSE COOPERATIVE IN RIZAL ST., TUY, BATANGAS THROUGH EQUIPMENT ACQUISITION",0,NULL
ByQtr,2019,2,CALABARZON,656,"Tablea (Chocolate Tablet) Production Facility Improvement as Community-Based Livelihood Opportunities for members of Alfonso Tablea (Chocolate) Producers Cooperative (ATPC)",0,NULL
ByQtr,2019,3,CALABARZON,759,"Upgrading the Production Capability of YFC Enterprises through Acquisition of Equipment",0,NULL
ByQtr,2019,4,CALABARZON,396,"Improvement of the Drying Process of Dried Pancit Lucban of New A.M. Miki Factory",0,NULL
ByQtr,2019,3,CALABARZON,410,"Productivity and Packaging Improvement of Tofu as Community-Based Livelihood Opportinities for Members of Ten Talents Producers Cooperative",0,NULL
ByQtr,2019,1,CALABARZON,431,"Technology Upgrade on Soy Bean Processing Facility of Saludare Food House",80,NULL
ByQtr,2019,3,CALABARZON,300,"Enhancing the Technical Capability of Gawad Kalinga Sewers Through Utilization of Upgraded Sewing technology",1,0.0000
ByQtr,2019,1,CALABARZON,429,"Upgrading of Production Capability of Cuts N Shape Crafts Manufacturing Through Acquisition of New Equipment",0,NULL
ByQtr,2019,4,CALABARZON,658,"Upgrading of the Production Facility of Original Abaksa Bakery",15,2.7500
ByQtr,2019,4,CALABARZON,905,"TECHNOLOGY UPGRADING FOR PRODUCT DEVELOPMENT OF HONEYBEE MULTI-PURPOSE COOPERATIVE IN BALETE, BATANGAS THROUGH EQUIPMENT ACQUISITION",1,NULL
ByQtr,2019,1,CALABARZON,387,"JJ Agriventures Inc. Acquisition of New Equipment for Livestock Feed Production in Morong, Rizal",0,NULL
ByQtr,2019,2,CALABARZON,658,"Upgrading of the Production Facility of Original Abaksa Bakery",0,-1.0000
ByQtr,2019,3,CALABARZON,341,"Mechanization of Processes of Dorenie&#039;s Food and Beverage Trading in the Production of Health-giving Products",0,NULL
ByQtr,2019,2,CALABARZON,786,"UPGRADING OF BULSA MPC PRODUCTION FACILITY THROUGH EQUIPMENT ACQUISITION",0,NULL
ByQtr,2019,3,CALABARZON,661,"Upgrading the Machining Capability through Adoption of CNC Lathe Machine",0,NULL
ByQtr,2019,4,CALABARZON,760,"Upgrading of Fermentation Process through Equipment Acquisition of the Blackwhite Craft Brewery in Mabini, Batangas",0,NULL
ByQtr,2019,3,CALABARZON,422,"Printing Technology Upgrade for VR Grafix Autosign in Mabini, Batangas",24,-0.2727
ByQtr,2019,3,CALABARZON,629,"UPGRADING THE GRINDING PROCESS OF VANGIE UBE HALEYA",1,0.0000
ByQtr,2019,1,CALABARZON,718,"Establishment of Embryo-Cultured Makapuno Island in Alabat, Quezon, and Perez in Quezon Province (Phase II CY 2019-2021)",0,NULL
ByQtr,2019,3,CALABARZON,446,"Upgrading the Firing Process of CSM Philippines, Inc.",0,NULL
ByQtr,2019,4,CALABARZON,235,"Enhancement of the Post-Harvest Production Capability of CALAMBA UPLAND FARMERS MULTI-PURPOSE COOPERATIVE Through the Provision of a Modern Dryer and Corn Sheller",11,0.0000
ByQtr,2019,2,CALABARZON,429,"Upgrading of Production Capability of Cuts N Shape Crafts Manufacturing Through Acquisition of New Equipment",0,NULL
ByQtr,2019,1,CALABARZON,571,"Enhancement of the production capability of RS Unitech Mfg. and Trading Corp.",0,NULL
ByQtr,2019,3,CALABARZON,440,"Upgrading of Milling Process &amp; Spring Production of Springtech Industrial Supply",0,NULL
ByQtr,2019,3,CALABARZON,527,"UPGRADING OF PRODUCTION SYSTEM FOR BROILERS OF  JACINTO B. PALACIO POULTRY FARM",0,NULL
ByQtr,2019,1,CALABARZON,54,"Enhancement of the Product Quality of Gen. Trias Dairy Raisers through Product Quality Analysis",0,NULL
ByQtr,2019,4,CALABARZON,284,"Mechanization of processes in the production of personal and home care products",0,NULL
ByQtr,2019,2,CALABARZON,423,"Upgrading of Production Facility of Lecca Sports Wear",80,-0.6923
ByQtr,2019,4,CALABARZON,277,"Improvement of Street- Food Vending as Community- Based Livelihood opportunities for Vendors of the Local Government Unit (LGU) of Bacoor",597,NULL
ByQtr,2019,2,CALABARZON,513,"Establishment of Tea Processing Facility for the Cuyambay Ladies Association for Unity and Development (CLAUD) in Tanay, Rizal",0,NULL
ByQtr,2019,1,CALABARZON,263,"Equipment Upgrade to Maximize Productivity of Rapid Curing Production Line in Manufacturing of Quality Chicken Salted Eggs",100,NULL
ByQtr,2019,4,CALABARZON,616,"Upgrading of Management Information System From School Attendance Management System (SAMS) to School Information &amp; Management System (SIMS)",0,NULL
ByQtr,2019,1,CALABARZON,356,"Production Quality Improvement of Passion Fruit Products through Acquisition and Upgrading of Necessary Processing Equipment",0,NULL
ByQtr,2019,4,CALABARZON,762,"Adoption of Solar Power System in Poultry Farming of Asian Golden PHL. INC.",0,NULL
ByQtr,2019,3,CALABARZON,633,"Liquid Chemicals Mixing Process Enhancement for Taliba Soap Manufacturing",50,0.0000
ByQtr,2019,1,CALABARZON,799,"Productivity Improvement of Shearing and Bending Processes of De Castro Industrial Sales &amp; Services",0,NULL
ByQtr,2019,2,CALABARZON,324,"Upgrading of Food Processing Equipment for Processed Fish for Export and Consolidator in Antipolo City, Rizal",0,NULL
ByQtr,2019,2,CALABARZON,666,"ESTABLISHMENT OF LIQUID &amp; SOLID ORGANIC FERTILIZER PRODUCTION FACILITY FOR BARANGAY BUROL ORGANIC CROPS &amp; ORGANIC INPUT PRODUCERS ORGANIZATION",0,NULL
ByQtr,2019,3,CALABARZON,668,"Upgrading the Soy Processing Facility of Batangas City Advent Multi Purpose Cooperative (BAMCO) in Batangas City through Equipment Acquisition",0,NULL
ByQtr,2019,4,CALABARZON,265,"Upgrading of Bibingka Production of Hannah&#039;s Bibingkang Galapong with Sauce",100,11.5000
ByQtr,2019,2,CALABARZON,428,"Upgrading the Production Capability of Winjen Printing in Taytay, Rizal",97,0.0104
ByQtr,2019,4,CALABARZON,776,"RE- ENFORCING FISH PROCESSING FACILITY OF CAFISOMACO THRU THE PROVISION OF COMMERCIAL   STEAMER",0,NULL
ByQtr,2019,1,CALABARZON,773,"ESTABLISHMENT OF TAILORING FACILITY, A COMMUNITY-BASED LIVELIHOOD OPPORTUNITIES FOR MEMBERS OF TRAKTORA DAMAYAN MULTI-PURPOSE COOPERATIVE",0,NULL
ByQtr,2019,4,CALABARZON,660,"ESTABLISHMENT OF FOOD PROCESSING FACILITY, A COMMUNITY-BASED LIVELIHOOD OPPORTUNITIES FOR MEMBERS OF BUKLURAN MULTI-PURPOSE COOPERATIVE AMADEO-EXTENSION",288,NULL
ByQtr,2019,1,CALABARZON,492,"Mechanization of Tricycle Side Car Fabrication of Choy&#039;s Welding Shop",0,NULL
ByQtr,2019,4,CALABARZON,336,"SETUP PHASE II: Upgrading of the Production Capacity of Philippine Moringa and More Corp. (also known as MLGS Herbal Food Products)",35,0.7500
ByQtr,2019,3,CALABARZON,497,"Productivity Enhancement through Integration of Bakery Equipment and Improvement of Packaging for Harito Food Services",0,NULL
ByQtr,2019,4,CALABARZON,309,"Development of Production Capability and Capacity of Gordola Food Enterprise through Product Quality Analysis and Equipment Acquisition",82769,NULL
ByQtr,2019,3,CALABARZON,342,"MECHANIZATION OF FILLING PROCESS IN THE PRODUCTION OF PURE SPRING WATER AND JUICES OF SUSTALICIOUS FOOD AND BEVERAGES PRODUCTS",0,NULL
ByQtr,2019,3,CALABARZON,797,"PRODUCT UPGRADE OF KASAMA HALAL PRODUCERS COOPERATIVE (KHPC) THROUGH LABORATORY TESTING AND EQUIPMENT ACQUISITION",0,NULL
ByQtr,2019,4,CALABARZON,800,"Productivity Improvement of Bending And Shearing Process Of TAMAGDO Builders",0,NULL
ByQtr,2019,2,CALABARZON,445,"UPGRADING THE PRODUCTION CAPABILITY OF THE ASSOCIATION OF SHOE AND BAGS MAKER &amp; RETAILERS, INC.",0,NULL
ByQtr,2019,1,CALABARZON,516,"Enhancing the Technical Capabilityt of SV7 Yapak Shoes Footwear",0,NULL
ByQtr,2019,4,CALABARZON,349,"Upgrading of Packaging System for Bottled Soy Sauce and Vinegar",0,NULL
ByQtr,2019,2,CALABARZON,394,"UPGRADING OF SAN JOSE SICO LANDFILL MULTIPURPOSE COOPERATIVE PRODUCTION FACILITY FOR HOLLOW BLOCKS AND VERMICOMPOST THROUGH EQUIPMENT ACQUISITION",4,-0.8571
ByQtr,2019,1,CALABARZON,619,"Equipment Upgrading to Improve Production Capability of NALCA Systems Integration Inc.",0,NULL
ByQtr,2019,1,CALABARZON,382,"Strengthening the Production Capability and Marketing Potential of Dolly&#039;s Banana Chips",0,NULL
ByQtr,2019,4,CALABARZON,619,"Equipment Upgrading to Improve Production Capability of NALCA Systems Integration Inc.",0,NULL
ByQtr,2019,1,CALABARZON,753,"ENHANCE THE COFFEE PROCESSING FACILITY FOR GREEN BEANS MULTIPURPOSE COOPERATIVE",0,NULL
ByQtr,2019,1,CALABARZON,786,"UPGRADING OF BULSA MPC PRODUCTION FACILITY THROUGH EQUIPMENT ACQUISITION",0,NULL
ByQtr,2019,1,CALABARZON,572,"Upgrading of the Pakaskas Products (Buri Sugar) of Isla Verde, Batangas City",0,NULL
ByQtr,2019,4,CALABARZON,747,"Upgrading of Banana Chip Processing Center of Tulungan sa Kabuhayan ng Calawis Inc Through Equipment Acquisition",0,NULL
ByQtr,2019,4,CALABARZON,318,"Production Improvement and Equipment Upgrading for Sally&#039;s Boat Tart",0,NULL
ByQtr,2019,1,CALABARZON,445,"UPGRADING THE PRODUCTION CAPABILITY OF THE ASSOCIATION OF SHOE AND BAGS MAKER &amp; RETAILERS, INC.",0,NULL
ByQtr,2019,3,CALABARZON,222,"Process Improvement and Product Development of Fruits and Vegetable in Sariaya, Quezon",0,NULL
ByQtr,2019,2,CALABARZON,387,"JJ Agriventures Inc. Acquisition of New Equipment for Livestock Feed Production in Morong, Rizal",0,NULL
ByQtr,2019,3,CALABARZON,501,"Capability and Capacity Improvement in Abaca Carpet and Rugs Processing Facility through Equipment Upgrade",24,-0.4894
ByQtr,2019,1,CALABARZON,444,"MECHANIZATION OF RENDERING PROCESS FOR FILICETIE RENDERING PLANT",0,NULL
ByQtr,2019,2,CALABARZON,278,"Product Packaging Improvement for Agrarian Reform Beneficiaries of Palangue 2 &amp; 3 Naic, Cavite",0,NULL
ByQtr,2019,1,CALABARZON,382,"Strengthening the Production Capability and Marketing Potential of Dolly&#039;s Banana Chips",0,NULL
ByQtr,2019,3,CALABARZON,503,"Upgrading of Advertising Material Production Facility of Harugrafiko Printing Services",9,0.0000
ByQtr,2019,1,CALABARZON,774,"CAPACITY IMPROVEMENT OF THE PROJECT: PILOT TESTING THE DEPURATION FACILITY AND ITS MANAGEMENT PLAN IN BACOOR CITY",0,NULL
ByQtr,2019,1,CALABARZON,260,"Upgrading of Buri Wine Production in Lobo, Batangas",0,NULL
ByQtr,2019,4,CALABARZON,393,"Tubig Talino Technology Implementation of San Pedro MPC",2,1.0000
ByQtr,2019,2,CALABARZON,644,"Productivity and Capacity Improvement of S2 Comtech Co. through Equipment Upgrading",0,NULL
ByQtr,2019,3,CALABARZON,241,"Upgrading of Heat Treatment and milling of elf Precision Tooling Services",0,NULL
ByQtr,2019,3,CALABARZON,443,"ESTABLISHMENT OF POWDER COATING FACILITY OF GM PHILIA MFG. INC.",0,NULL
ByQtr,2019,2,CALABARZON,790,"Technology Upgrade of Pinagbayanan MPC through Equipment Acquisition",0,NULL
ByQtr,2019,3,CALABARZON,502,"Improvement of Autoxpert Car Accessories Shop by Upgrading its Painting and Mechanical Services Facilities",0,NULL
ByQtr,2019,1,CALABARZON,634,"PEANUT BUTTER GRINDING AND FILLING PROCESS IMPROVEMENT THROUGH EQUIPMENT UPGRADE OF SERVANT PEANUT BUTTER IN TANAUAN CITY, BATANGAS",50,NULL
ByQtr,2019,1,CALABARZON,241,"Upgrading of Heat Treatment and milling of elf Precision Tooling Services",0,NULL
ByQtr,2019,1,CALABARZON,278,"Product Packaging Improvement for Agrarian Reform Beneficiaries of Palangue 2 &amp; 3 Naic, Cavite",0,NULL
ByQtr,2019,2,CALABARZON,43,"Enhancing Capability of VN Industrial Tooling Services through Upgrading the Shearing and Bending Processes",0,NULL
ByQtr,2019,4,CALABARZON,744,"Product And Process Upgrade Through Technology Application In Pastillas And Yema Processing Line Of Magpantay Home Made Candy",0,NULL
ByQtr,2019,4,CALABARZON,240,"Productivity Enhancement of Dalcielo Restaurant and bakeshop through intergrated bakery equipment",0,NULL
ByQtr,2019,1,CALABARZON,312,"Enhancing the Production Capability of Marvzzivan Trading through Technology Upgrading",0,NULL
ByQtr,2019,3,CALABARZON,435,"Technology Upgrade of Baking Facility of Donappetit Cakes and Pastries",50,0.0000
ByQtr,2019,1,CALABARZON,344,"Productivity Enhancement of Lean Processes, Inc. thru the   Improvement of Liquid Transfer, Accounting and Inventory Systems.",5,NULL
ByQtr,2019,1,CALABARZON,295,"Upgrading the Finishing processes and of laguna water hyacinth handicrafts producers associations Inc",0,NULL
ByQtr,2019,3,CALABARZON,657,"ENHANCEMENT OF PROCESS AND PRODUCT QUALITY OF DRIED FISH OF GUINAYGAYAN ASSOCIATION OF DRIED FISH PROCESSORS",0,NULL
ByQtr,2019,2,CALABARZON,412,"Upgrading of Coconut Husks Common Service Facility in Mabini Batangas",5,NULL
ByQtr,2019,1,CALABARZON,334,"Establishment of a Common Service Facility on Equipment  Fabrication for the Inventors and Innovators of the Province of  Rizal",50,NULL
ByQtr,2019,4,CALABARZON,386,"Adoption of Pelletizing Technology to Produce Quality Animal Feeds",0,NULL
ByQtr,2019,4,CALABARZON,647,"Imus Longganisa (Native Sausage- Toclongganisa) Production Facility Improvement a Community- based Livelihood Opportunities for members of Toclong 1st Multi- Purpose Cooperative (T1MPC)",43,-0.6929
ByQtr,2019,2,CALABARZON,419,"Improvement of the Production Process of Advent Soy Beanery",30,NULL
ByQtr,2019,1,CALABARZON,423,"Upgrading of Production Facility of Lecca Sports Wear",260,NULL
ByQtr,2019,4,CALABARZON,444,"MECHANIZATION OF RENDERING PROCESS FOR FILICETIE RENDERING PLANT",0,NULL
ByQtr,2019,1,CALABARZON,493,"Upgrading of Turmeric Powder Production of Charn&#039;s Food Products",0,NULL
ByQtr,2019,4,CALABARZON,440,"Upgrading of Milling Process &amp; Spring Production of Springtech Industrial Supply",0,NULL
ByQtr,2019,3,CALABARZON,632,"ADOPTION OF DOST-FNRI TECHNOLOGY ON TUBIG TALINO (IODINE-RICH DRINKING WATER AND “WATER PLUS + I2”) FOR CBL BLUEWATERS WATER REFILLING STATION",0,NULL
ByQtr,2019,2,CALABARZON,506,"Upgrading of the Meat Processing Facility of Payapa Ibaba Consumers  Cooperative in Lemery, Batangas",13,-0.2778
ByQtr,2019,3,CALABARZON,643,"UPGRADING OF THE BIBINGKA PROCESSING FACILITY OF SAMAHANG KABALIKAT NG BAYAN NG TUY MULTIPURPOSE COOPERATIVE IN RIZAL ST., TUY, BATANGAS THROUGH EQUIPMENT ACQUISITION",35,NULL
ByQtr,2019,4,CALABARZON,291,"UPGRADING OF SOAP PROCESSING TECHNOLOGY OF PAAGAHAN   MULTI PURPOSE COOPERATIVE(PARCMPC)",0,NULL
ByQtr,2019,2,CALABARZON,669,"ACQUISITION OF EQUIPMENT FOR MUSHROOM PRODUCT VALUE-ADDITION OF MALVAR ORGANIC FARMERS AGRICULTURE COOPERATIVE (MOFAC)",0,NULL
ByQtr,2019,4,CALABARZON,620,"Establishment of Dairy Processing Facility of Madra",0,NULL
ByQtr,2019,4,CALABARZON,425,"Upgrading of Peanut Butter Production of Master Gian Food Products Through Equipment Acquisition in Antipolo City, Rizal",35,0.0294
ByQtr,2019,1,CALABARZON,231,"Improvement of Salt Industry in Lobo Batangas to support the ASIN Law Implementation in the province.",0,NULL
ByQtr,2019,1,CALABARZON,618,"Productivity Upgrading of Rags and Pillow Case for Pinagsamang Lakas ng Angel Ville Association",0,NULL
ByQtr,2019,4,CALABARZON,636,"Upgrading of Production Capability of GNG Bakery through Acquisition of New Equipment",8,1.6667
ByQtr,2019,3,CALABARZON,292,"COMMERCIALIZATION OF S&amp;T BASED TECHNOLOGIES FOR BANANA (NEW IMPROVED LAKATAN AND SABA) PRODUCTION IN CAVINTI, LAGUNA",0,NULL
ByQtr,2019,2,CALABARZON,382,"Strengthening the Production Capability and Marketing Potential of Dolly&#039;s Banana Chips",25,NULL
ByQtr,2019,2,CALABARZON,648,"IMPROVEMENT OF THE PRODUCTION FACILITY, PRODUCT QUALITY AND SAFETY OF JOMALIG FOOD PROCESSORS ASSOCIATION",0,NULL
ByQtr,2019,4,CALABARZON,712,"Upgrading the Milling Process of Lark Seimitsu Enterprise",0,NULL
ByQtr,2019,2,CALABARZON,336,"SETUP PHASE II: Upgrading of the Production Capacity of Philippine Moringa and More Corp. (also known as MLGS Herbal Food Products)",83,1.5152
ByQtr,2019,3,CALABARZON,785,"PRODUCT AND PROCESS IMPROVEMENT OF TAYSAN MOVEMENT FOR PEACE, PROGRESS AND CHANGES (TMPPC) GINGER PROCESSING FACILITY IN TAYSAN, BATANGAS",0,NULL
ByQtr,2019,4,CALABARZON,799,"Productivity Improvement of Shearing and Bending Processes of De Castro Industrial Sales &amp; Services",0,NULL
ByQtr,2019,2,CALABARZON,414,"Adoption of New technology and Upgrading of Existing Equipment for Broas and Camachile Production of Campville&#039;s Food Industries",0,NULL
ByQtr,2019,1,CALABARZON,745,"ENHANCING COFFEE PROCESSING FACILITY OF MABATO COFFEE AND HVC AGRICULTURE COOP. THRU THE PROVISION OF COFFEE HULLER",0,NULL
ByQtr,2019,4,CALABARZON,617,"AUGMENTING PRODUCTION PROCESS OF MAGIFRANCE BAKESHOP THROUGH MECHANIZATION",0,-1.0000
ByQtr,2019,1,CALABARZON,658,"Upgrading of the Production Facility of Original Abaksa Bakery",6,NULL
ByQtr,2019,1,CALABARZON,405,"Equipment Upgrade for Improved Production Facility of Cordero Sewing Services",0,NULL
ByQtr,2019,4,CALABARZON,504,"Automation of Lathing Process of New Sun Machine Shop Engineering Services and Supplies",63,2.5000
ByQtr,2019,4,CALABARZON,282,"Mechanization of the smoking process of Genrev Home Made Meat Products",0,NULL
ByQtr,2019,2,CALABARZON,273,"Upgrading of Rice Mill Facility of Ramsland Rice Mill",0,NULL
ByQtr,2019,3,CALABARZON,663,"ORGANIC FERTILIZER PRODUCTION FACILITY UPGRADING OF YAKAP AT HALIK MULTI-PURPOSE COOPERATIVE (YHMPC)",100,0.0000
ByQtr,2019,3,CALABARZON,393,"Tubig Talino Technology Implementation of San Pedro MPC",1,-0.9882
ByQtr,2019,2,CALABARZON,382,"Strengthening the Production Capability and Marketing Potential of Dolly&#039;s Banana Chips",25,NULL
ByQtr,2019,3,CALABARZON,521,"IMPROVEMENT OF PRODUCTION EFFICIENCY, PRODUCT QUALITY AND SAFETY OF COMPLEMENTARY FOODS PRODUCED BY LGU-MULANAY",0,NULL
ByQtr,2019,3,CALABARZON,569,"Product Upgrading of Blessfood Enterprises in Antipolo City Through Technology Interventions",0,NULL
ByQtr,2019,2,CALABARZON,278,"Product Packaging Improvement for Agrarian Reform Beneficiaries of Palangue 2 &amp; 3 Naic, Cavite",0,NULL
ByQtr,2019,3,CALABARZON,506,"Upgrading of the Meat Processing Facility of Payapa Ibaba Consumers  Cooperative in Lemery, Batangas",13,0.0000
ByQtr,2019,4,CALABARZON,513,"Establishment of Tea Processing Facility for the Cuyambay Ladies Association for Unity and Development (CLAUD) in Tanay, Rizal",0,NULL
ByQtr,2019,3,CALABARZON,385,"UPGRADING OF GK SAN FANCISCO JAVIER PEOPLEâ€™S ORGANIZATION SEAWEEDS CHIPS PRODUCTION FACILITY THROUGH EQUIPMENT ACQUISITION",2,1.0000
ByQtr,2019,1,CALABARZON,449,"Enhancing the Production Capacity for Fish Processing of Sophie&#039;s Gourmet",0,NULL
ByQtr,2019,3,CALABARZON,449,"Enhancing the Production Capacity for Fish Processing of Sophie&#039;s Gourmet",0,NULL
ByQtr,2019,3,CALABARZON,328,"Productivity Enhancement thru Integration of Bakery Equipment for Golden Wheat Bakery",0,NULL
ByQtr,2019,2,CALABARZON,294,"Mechanization of Vermi - harvesting process of SSHMPC  through the provision of Vermi -Harvester",0,NULL
ByQtr,2019,2,CALABARZON,788,"UPGRADING THE CAPABILITY OF THE COFFEE PROCESSING FACILITY OF AGA FARMERS MULTI-PURPOSE COOPERATIVE (AGFAMCO) IN NASUGBU, BATANGAS",0,NULL
ByQtr,2019,4,CALABARZON,312,"Enhancing the Production Capability of Marvzzivan Trading through Technology Upgrading",110000,0.0000
ByQtr,2019,3,CALABARZON,607,"Technology Upgrade for Smart Welding and General Merchandise",0,NULL
ByQtr,2019,1,CALABARZON,240,"Productivity Enhancement of Dalcielo Restaurant and bakeshop through intergrated bakery equipment",0,NULL
ByQtr,2019,1,CALABARZON,372,"Acquisition of Decorticating Machine for Pineapple Fiber Production",0,NULL
ByQtr,2019,1,CALABARZON,239,"Enhancing the Production Capacity of Costales Nature Farms &amp; Technological Center",0,NULL
ByQtr,2019,4,CALABARZON,351,"Upgrading of Existing Equipment fro Roasted Corn Powder Production of Adelet&#039;s Food Products",0,NULL
ByQtr,2019,1,CALABARZON,382,"Strengthening the Production Capability and Marketing Potential of Dolly&#039;s Banana Chips",0,NULL
ByQtr,2019,3,CALABARZON,343,"Enhancing Productivity of Amazing Foods Corporation in the  Production of Virgin Coconut Oil and other Coco Based  Products thru Mechanization of Processes.",0,NULL
ByQtr,2019,2,CALABARZON,205,"Design and Enhancement of Weaved Products from Buli",0,NULL
ByQtr,2019,2,CALABARZON,637,"Upgrading of the Production Capability of Chef Caryn’s Cakes &amp; Pasta Through Acquisition of New Equipment",0,NULL
ByQtr,2019,4,CALABARZON,503,"Upgrading of Advertising Material Production Facility of Harugrafiko Printing Services",9,0.0000
ByQtr,2019,2,CALABARZON,400,"Raw Materials Storage Facility Upgrade of Qualimeal Feedmills, Inc.",100,0.0000
ByQtr,2019,4,CALABARZON,380,"Improvement of the Production Efficiency and Productivity Through the Installation of Standard Testing System for GP Synergia Through SETUP Program",30,0.0000
ByQtr,2019,3,CALABARZON,261,"CHARCOAL BRIQUETTE (FROM WASTE TO WEALTH)",0,NULL
ByQtr,2019,1,CALABARZON,529,"Production Improvement of M and M&#039;s Yema Cake and Pasalubong",0,NULL
ByQtr,2019,3,CALABARZON,605,"Upgrading of uPVC Windows and Doors Production of Infinity Dimension Builders Through S&amp;T Intervention",40,1.6667
ByQtr,2019,3,CALABARZON,614,"TECHNOLOGY UPGRADING AND CAPACITY IMPROVEMENT OF CLAMP OP",22,NULL
ByQtr,2019,2,CALABARZON,309,"Development of Production Capability and Capacity of Gordola Food Enterprise through Product Quality Analysis and Equipment Acquisition",82769,NULL
ByQtr,2019,2,CALABARZON,422,"Printing Technology Upgrade for VR Grafix Autosign in Mabini, Batangas",33,-0.0833
ByQtr,2019,3,CALABARZON,231,"Improvement of Salt Industry in Lobo Batangas to support the ASIN Law Implementation in the province.",0,NULL
ByQtr,2019,4,CALABARZON,438,"Improvement and Mechanization of Processes in the Production of All-Natural Compost Tea Fertilizer",0,NULL
ByQtr,2019,2,CALABARZON,405,"Equipment Upgrade for Improved Production Facility of Cordero Sewing Services",0,NULL
ByQtr,2019,4,CALABARZON,383,"Strengthening the Production Capability and Capacity of Amvel Metal Fabrication Through Acquisition of Equipment",1500000,0.0000
ByQtr,2019,4,CALABARZON,325,"Upgrading of Rice Milling Process of Aspilla Rice Mill in Pililla, Rizal",3,0.0000
ByQtr,2019,1,CALABARZON,585,"Roll-out of 1000 RxBox Telehealth Device in Selected Rural Health Centers in the Philippines",0,NULL
ByQtr,2019,4,CALABARZON,431,"Technology Upgrade on Soy Bean Processing Facility of Saludare Food House",50,0.0000
ByQtr,2019,2,CALABARZON,298,"Mechanization of Cassava Food Processing of Gumihan-Lamao Farmers Development Cooperative",0,NULL
ByQtr,2019,2,CALABARZON,436,"Establishment of Food Processing Center of YMCA - San Pablo",0,NULL
ByQtr,2019,2,CALABARZON,382,"Strengthening the Production Capability and Marketing Potential of Dolly&#039;s Banana Chips",25,NULL
ByQtr,2019,1,CALABARZON,407,"Upgrading of Biodegradable Wastes Processing Capability of Municipality of Carmona, Cavite through Provision of 1, 000kg Capacity Biorector",0,NULL
ByQtr,2019,3,CALABARZON,648,"IMPROVEMENT OF THE PRODUCTION FACILITY, PRODUCT QUALITY AND SAFETY OF JOMALIG FOOD PROCESSORS ASSOCIATION",0,NULL
ByQtr,2019,4,CALABARZON,671,"Upgrading Sterilization Process of Blue Macay Food Manufacturing Corp. through  the provision of a Retort System",0,NULL
ByQtr,2019,2,CALABARZON,745,"ENHANCING COFFEE PROCESSING FACILITY OF MABATO COFFEE AND HVC AGRICULTURE COOP. THRU THE PROVISION OF COFFEE HULLER",0,NULL
ByQtr,2019,3,CALABARZON,805,"IMPROVING THE PRODUCTION CAPABILITY OF ADHIKA PRODUCERS COOPERATIVE THROUGH EQUIPMENT ACQUISITION ON THE UTILIZATION OF FLY AND BOTTOM ASH WASTES FOR HOLLOW BLOCKS MAKING",0,NULL
ByQtr,2019,2,CALABARZON,660,"ESTABLISHMENT OF FOOD PROCESSING FACILITY, A COMMUNITY-BASED LIVELIHOOD OPPORTUNITIES FOR MEMBERS OF BUKLURAN MULTI-PURPOSE COOPERATIVE AMADEO-EXTENSION",0,NULL
ByQtr,2019,4,CALABARZON,798,"Mechanization of the Production of Breads and Biscuits of Fym&#039;s Food Products",0,NULL
ByQtr,2019,2,CALABARZON,318,"Production Improvement and Equipment Upgrading for Sally&#039;s Boat Tart",0,NULL
ByQtr,2019,1,CALABARZON,419,"Improvement of the Production Process of Advent Soy Beanery",0,NULL
ByQtr,2019,1,CALABARZON,418,"Technology Enhancement of the Production Capabilities of Obiena Enterprises Co. by Investing on Modern Production Equipment",0,NULL
ByQtr,2019,4,CALABARZON,414,"Adoption of New technology and Upgrading of Existing Equipment for Broas and Camachile Production of Campville&#039;s Food Industries",0,NULL
ByQtr,2019,1,CALABARZON,434,"Upgrading of SIBBAP MPC Bakery Production Facility Through Equipment Acquisition",13,NULL
ByQtr,2019,4,CALABARZON,332,"Establishment of Peanut Butter Processing Center for Boyet Ynares Ladies Movement in Binangonan",27,-0.7300
ByQtr,2019,3,CALABARZON,205,"Design and Enhancement of Weaved Products from Buli",0,NULL
